Predicate,avgObjBind,avgSubjBind
"<http://dbpedia.org/property/imageCoat>",1.0027198549410699,1.180993059263214
"(<http://dbpedia.org/ontology/wikiPageRedirects>)?",-1.0,-1.0
"<http://dbpedia.org/property/knownFor>",1.1562,1.2193
"<http://dbpedia.org/property/utcOffset>",1.0004855154555754,65.07368421052631
"<http://dbpedia.org/property/siblings>",2.1271523178807947,1.2057057057057057
"<http://dbpedia.org/property/alt>",3.5335,1.8741
"<http://dbpedia.org/property/nationalAnthem>",1.2513368983957218,1.3371428571428572
"<http://dbpedia.org/property/map>",1.3303403633326374,4.915895061728395
"<http://dbpedia.org/property/releaseDate>",1.0273,5.397767332549941
"<http://dbpedia.org/property/imageflag>",0.0,0.0
"<http://dbpedia.org/property/url>",1.2109,1.064
"<http://dbpedia.org/property/nickname>",1.147558512534157,1.2451978857805852
"<http://dbpedia.org/ontology/careerStation>",7.3973,1.0
"<http://dbpedia.org/ontology/products>",0.0,0.0
"<http://dbpedia.org/ontology/previousWork>",1.0316,1.0618
"<http://dbpedia.org/ontology/subsequentWork>",1.0314,1.0556
"<http://dbpedia.org/ontology/PopulatedPlace/populationDensity>",1.3994,3.3042
"<http://dbpedia.org/property/clubs>",1.8808,1.8491
"<http://dbpedia.org/property/recorded>",1.0625,5.344
"<http://dbpedia.org/ontology/origin>",1.0622,14.654901960784313
"<http://dbpedia.org/property/populationAsOf>",1.0,277.57222844344903
"<http://dbpedia.org/ontology/ingredient>",3.357725717294025,6.678534031413612
"<http://dbpedia.org/property/godOf>",1.062240663900415,1.0281124497991967
"<http://dbpedia.org/ontology/areaCode>",1.0852,10.2323
"<http://dbpedia.org/property/align>",1.1389,393.63235294117646
"<http://dbpedia.org/property/issue>",3.324506861063465,1.2767
"<http://dbpedia.org/property/timezone>",1.0625,44.72126436781609
"<http://dbpedia.org/ontology/title>",1.2555,3.0128
"<http://dbpedia.org/property/background>",1.1878,3.6154521510096576
"<http://dbpedia.org/property/education>",1.2727791733272438,1.438137014578764
"<http://dbpedia.org/ontology/field>",1.8488,6.575645186215422
"<http://dbpedia.org/property/populationDensityKm>",1.0001,2012.0140845070423
"<http://dbpedia.org/property/latNs>",1.0002,1743.65
"<http://dbpedia.org/property/longEw>",1.0001,1585.090909090909
"<http://www.w3.org/2004/02/skos/core#broader>|<http://purl.org/dc/terms/subject>",3.375,30.5904
"<http://dbpedia.org/property/thisAlbum>",1.0457,1.3362
"<http://dbpedia.org/property/goals>",22.3509,9.1963
"<http://dbpedia.org/ontology/leaderTitle>",1.6276,18.425408247993357
"<http://dbpedia.org/property/longS>",1.0056,13.28858024691358
"<http://dbpedia.org/property/latS>",1.0058,13.05918057663126
"<http://dbpedia.org/property/motm>",8.674644727000748,2.3030182684670373
"<http://dbpedia.org/property/lccn>",1.1153846153846154,1.0
"<http://dbpedia.org/property/photo>",1.0036,1.0893
"<http://dbpedia.org/ontology/locatedInArea>",2.1923,6.9955650929899855
"<http://dbpedia.org/property/establishedDate>",1.3569,8.021014710297209
"<http://dbpedia.org/property/mapCaption>",1.0707,2.2944
"<http://dbpedia.org/property/students>",1.3032416906032007,1.1859596713965646
"<http://dbpedia.org/property/headquarters>",1.3287,1.8289372599231755
"<http://xmlns.com/foaf/0.1/nick>",1.1295,1.5443
"<http://dbpedia.org/ontology/weight>",1.021,13.526422080107707
"<http://dbpedia.org/ontology/formerTeam>",3.7246,16.815947053261898
"<http://dbpedia.org/property/currentclub>",1.0007339988256019,2.9157399486740805
"<http://dbpedia.org/property/photoCaption>",1.0166,1.0353
"<http://dbpedia.org/property/screenplay>",1.2795924967658474,1.2950900163666121
"<http://dbpedia.org/ontology/Company>",0.0,0.0
"<http://dbpedia.org/property/caps>",3.1417,79.40801886792453
"<http://dbpedia.org/ontology/locationcity>",0.0,0.0
"<http://dbpedia.org/property/capacity>",1.0419,3.8417246920192825
"<http://dbpedia.org/ontology/portrayer>",1.959204315576534,1.2182389937106919
"<http://dbpedia.org/property/profession>",1.0763,2.847590361445783
"<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric1>",0.0,0.0
"<http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature>",0.0,0.0
"<http://dbpedia.org/ontology/stateOfOrigin>",1.0271,24.893851132686084
"<http://dbpedia.org/property/foundation>",1.0239010989010988,4.024838012958964
"<http://dbpedia.org/ontology/associatedMusicalArtist>",4.0063,2.6603
"<http://dbpedia.org/ontology/citizenship>",1.1123595505617978,11.309314586994727
"<http://dbpedia.org/property/associatedActs>",1.3924905456509995,1.0368061142397424
"<http://dbpedia.org/property/color>",2.0948,4.476571245802015
"<http://dbpedia.org/property/nativeName>",1.0317,1.048
"<http://dbpedia.org/property/series>",1.3554,2.6888164152738145
"<http://dbpedia.org/ontology/number>",1.0002,14.248444712020872
"<http://dbpedia.org/ontology/orderInOffice>",1.4751,3.2662
"<http://dbpedia.org/ontology/mediaType>",1.28,93.86734693877551
"<http://dbpedia.org/property/mediaType>",1.0186,20.6738768718802
"<http://dbpedia.org/ontology/mountainRange>",1.1766,7.073487031700288
"<http://dbpedia.org/property/signature>",1.0002254791431793,1.011169364030089
"<http://dbpedia.org/property/quote>",1.9679,1.1436
"<http://dbpedia.org/ontology/viceChancellor>",1.0266990291262137,1.128
"<http://dbpedia.org/property/height>",1.5690725305905302,3.273399926008139
"<http://dbpedia.org/property/governingBody>",1.0138,15.009336099585063
"<http://dbpedia.org/property/architect>",1.0834,1.1809
"<http://dbpedia.org/property/chancellor>",1.0884955752212389,1.199468085106383
"<http://dbpedia.org/property/areaKm>",1.035860655737705,1.0558746736292428
"<http://dbpedia.org/property/age>",4.727906976744186,3.7703
"<http://dbpedia.org/ontology/vehicle>",4.3023255813953485,1.0755813953488371
"<http://dbpedia.org/property/order>",1.288757396449704,5.61340206185567
"<http://dbpedia.org/property/popMunicipality>",1.0,1.0276073619631902
"<http://dbpedia.org/property/youthclubs>",1.5685,1.3314
"<http://dbpedia.org/property/rank>",1.8984,15.679241021007455
"<http://dbpedia.org/property/nationalteam>",1.598234230401021,8.026175213675213
"<http://dbpedia.org/ontology/relative>",1.8760663507109006,1.367
"<http://dbpedia.org/property/nationalyears>",1.2598,64.65919282511211
"<http://dbpedia.org/ontology/narrator>",1.1639821029082773,1.5531343283582089
"<http://dbpedia.org/property/built>",1.019795758051846,4.016707920792079
"<http://dbpedia.org/property/gnd>",1.0,1.0
"<http://dbpedia.org/property/nextAlbum>",1.046098046098046,1.1517454592296792
"<http://dbpedia.org/property/rev>",3.0428,19.5707
"<http://dbpedia.org/property/nationalcaps>",1.539313795568263,41.81553398058252
"<http://dbpedia.org/ontology/prominence>",1.0034791917569919,2.413582233665916
"<http://dbpedia.org/property/nationalgoals>",1.2962761126248865,74.33333333333333
"<http://dbpedia.org/property/description>",5.0602580645161295,1.3012
"<http://dbpedia.org/property/labelPosition>",1.0,350.38461538461536
"<http://dbpedia.org/property/runs>",2.9826,2.6966
"<http://dbpedia.org/property/range>",1.3103664265580959,2.512912912912913
"<http://dbpedia.org/property/sepHighF>",1.0210095497953615,8.030042918454935
"<http://dbpedia.org/ontology/coverArtist>",1.0368366821226171,2.6923076923076925
"<http://dbpedia.org/property/decLowF>",1.0207310420076376,5.801550387596899
"<http://dbpedia.org/property/marLowF>",1.0207310420076376,6.144499178981937
"<http://dbpedia.org/property/janHighF>",1.0210038188761592,5.545185185185185
"<http://dbpedia.org/property/febHighF>",1.0207423580786026,5.753846153846154
"<http://dbpedia.org/property/octHighF>",1.0201909959072306,7.218146718146718
"<http://dbpedia.org/property/marHighF>",1.0221069868995634,6.2106135986733
"<http://dbpedia.org/property/augHighF>",1.021555252387449,8.301552106430155
"<http://dbpedia.org/property/julHighF>",1.0210038188761592,8.52619589977221
"<http://dbpedia.org/ontology/eruptionYear>",1.0108958837772397,2.157622739018088
"<http://dbpedia.org/property/junLowF>",1.0204582651391163,8.15032679738562
"<http://dbpedia.org/property/mayHighF>",1.0210152838427948,7.588235294117647
"<http://dbpedia.org/property/novLowF>",1.0210038188761592,6.34406779661017
"<http://dbpedia.org/property/junHighF>",1.0207366984993178,8.010706638115632
"<http://dbpedia.org/property/lastAlbum>",1.0388604273397477,1.1393723447992326
"<http://dbpedia.org/property/julLowF>",1.0207253886010363,8.644341801385682
"<http://dbpedia.org/property/novHighF>",1.021555252387449,6.271356783919598
"<http://dbpedia.org/property/febLowF>",1.0207310420076376,5.644042232277527
"<http://dbpedia.org/property/janLowF>",1.020975211114138,5.416184971098266
"<http://dbpedia.org/property/aprHighF>",1.0207423580786026,6.837294332723949
"<http://dbpedia.org/property/augLowF>",1.0207310420076376,8.352678571428571
"<http://dbpedia.org/property/sepLowF>",1.0207310420076376,7.779625779625779
"<http://dbpedia.org/property/decHighF>",1.0207366984993178,5.773148148148148
"<http://dbpedia.org/property/aprLowF>",1.0210038188761592,6.817850637522769
"<http://dbpedia.org/property/octLowF>",1.021822149481724,6.949907235621521
"<http://dbpedia.org/property/mayLowF>",1.0204582651391163,7.527162977867203
"<http://dbpedia.org/ontology/restingPlace>",1.5974,2.958864215507827
"<http://dbpedia.org/property/president>",1.0312,1.1245
"<http://www.wikidata.org/entity/P58c>",0.0,0.0
"<http://dbpedia.org/property/reason>",1.1874,1.3149
"<http://dbpedia.org/property/status>",1.0656,8.365761212886923
"<http://dbpedia.org/property/field>",1.1334748761500353,2.869222500895736
"<http://dbpedia.org/property/recordAttendance>",1.2063492063492063,1.2031662269129288
"<http://dbpedia.org/ontology/education>",1.7203,3.0755305119290255
"<http://dbpedia.org/property/listing>",1.6803444782168186,9.100137174211248
"<http://dbpedia.org/ontology/category>",1.2338072669826223,7.888888888888889
"<http://dbpedia.org/property/format>",1.1076,8.05607476635514
"<http://dbpedia.org/property/shipNamesake>",1.1010677661486414,1.254516983859311
"<http://dbpedia.org/property/prominenceM>",1.0,1.0
"<http://dbpedia.org/ontology/battle>",3.466,11.0297
"<http://dbpedia.org/property/coverArtist>",1.0496688741721854,1.45716673631425
"<http://dbpedia.org/ontology/architect>",1.1817,2.307338276655587
"<http://dbpedia.org/property/club>",7.1072,3.54
"<http://dbpedia.org/property/officialLanguages>",1.3191489361702127,1.878787878787879
"<http://dbpedia.org/property/youthyears>",1.178635727145429,24.0
"<http://dbpedia.org/property/lastEruption>",1.001984126984127,5.9411764705882355
"<http://dbpedia.org/property/highestMount>",1.0053859964093357,1.09375
"<http://dbpedia.org/property/wickets>",2.9212,2.1502
"<http://dbpedia.org/ontology/individualisedGnd>",1.0,1.0269058295964126
"<http://dbpedia.org/property/latDirection>",1.0,12895.5
"<http://dbpedia.org/property/battles>",1.8888116747741488,2.962397820163488
"<http://dbpedia.org/property/longSeconds>",1.0004,18.035118836466832
"<http://dbpedia.org/property/longDegrees>",1.0,88.719723183391
"<http://dbpedia.org/ontology/Person/weight>",1.0046,30.733617021276597
"<http://dbpedia.org/property/refnum>",31.515893197711378,1.0637
"<http://dbpedia.org/property/latSeconds>",1.0004,17.763801537386442
"<http://dbpedia.org/property/added>",1.0049937578027466,4.472222222222222
"<http://dbpedia.org/property/longDirection>",1.0,10314.6
"<http://dbpedia.org/property/latDegrees>",1.0,106.38589211618257
"<http://dbpedia.org/property/locmapin>",1.0,82.56502890173411
"<http://dbpedia.org/ontology/nrhpReferenceNumber>",1.0026,1.0063
"<http://dbpedia.org/property/longMinutes>",1.0001,687.527027027027
"<http://dbpedia.org/property/clubnumber>",1.0475189234650968,19.310077519379846
"<http://dbpedia.org/property/latMinutes>",1.0,678.3066666666666
"<http://dbpedia.org/property/captain>",1.268180454136241,1.289069649211998
"<http://dbpedia.org/ontology/doctoralAdvisor>",1.112099948656512,1.4262510974539069
"<http://dbpedia.org/ontology/added>",1.0034,7.71360781577111
"<http://dbpedia.org/property/pcupdate>",1.0002,11.563751831949194
"<http://dbpedia.org/property/honorificPrefix>",1.0746,12.436223081170624
"<http://dbpedia.org/property/branch>",1.186532507739938,5.020742358078603
"<http://live.dbpedia.org/ontology/wikiPageExternalLink>",0.0,0.0
"<http://dbpedia.org/property/citizenship>",1.0456621004566211,8.22754491017964
"<http://dbpedia.org/ontology/formerBandMember>",2.947846835586865,1.3218
"<http://dbpedia.org/property/yearsactive>",1.0456349206349207,2.1958333333333333
"<http://dbpedia.org/ontology/yearOfConstruction>",1.0274,94.79654510556622
"<http://dbpedia.org/ontology/doctoralStudent>",2.9582205029013537,1.0377256072737142
"<http://dbpedia.org/property/birthname>",1.007396449704142,1.016417910447761
"<http://dbpedia.org/property/architecture>",1.016,4.312171999322837
"<http://dbpedia.org/ontology/soundRecording>",1.2324586102038517,1.0
"<http://dbpedia.org/property/district>",1.1864,6.155083205146133
"<http://dbpedia.org/property/serviceyears>",1.0682210708117443,2.093062605752961
"<http://dbpedia.org/property/services>",1.2676712328767124,1.307431477818593
"<http://dbpedia.org/property/topScore>",1.8016,63.968337730870715
"<http://dbpedia.org/property/team>",5.3677,9.1504
"<http://dbpedia.org/ontology/architecturalStyle>",1.3698,26.35670731707317
"<http://dbpedia.org/property/relatives>",2.1301972685887707,1.18384213189408
"<http://dbpedia.org/property/networth>",1.1717171717171717,1.1372549019607843
"<http://dbpedia.org/ontology/militaryBranch>",1.1689,19.520412951665886
"<http://www.w3.org/2002/07/owl#subject>",0.0,0.0
"<http://dbpedia.org/property/otherNames>",1.2326638878363017,1.0268308080808082
"<http://dbpedia.org/ontology/managerClub>",3.8921,3.8481
"<http://xmlns.com/foaf/0.1/primaryTopicOf>",0.0,0.0
"<http://dbpedia.org/property/deliveries>",2.3299,4.836830213040671
"<http://dbpedia.org/property/first>",3.4026,5.4402
"<http://dbpedia.org/ontology/iso6391Code>",1.0207253886010363,1.031413612565445
"<http://dbpedia.org/ontology/relation>",1.6839834621607046,1.2255363683935112
"<http://dbpedia.org/property/filename>",2.028397565922921,1.3227513227513228
"<http://dbpedia.org/ontology/binomialAuthority>",1.03,10.9637
"<http://dbpedia.org/ontology/anthem>",1.1651785714285714,1.7021739130434783
"<http://dbpedia.org/property/netIncome>",1.04989604989605,1.2784810126582278
"<http://dbpedia.org/property/class>",1.3281,9.065035799522674
"<http://dbpedia.org/property/batAvg>",1.8289,5.567070435172723
"<http://dbpedia.org/property/p>",6.0022,2.417
"<http://dbpedia.org/property/bowlAvg>",1.8122,5.276621490803485
"<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>",1.0284810126582278,13.356164383561644
"<http://dbpedia.org/ontology/serviceStartYear>",1.0001,44.80276816608997
"<http://dbpedia.org/ontology/leader>",1.2109215017064847,1.2229422308010478
"<http://purl.org/dc/elements/1.1/title>",0.0,0.0
"<http://dbpedia.org/ontology/ethnicity>",1.071318228630278,5.877118644067797
"<http://dbpedia.org/ontology/serviceEndYear>",1.0,39.204887218045116
"<http://dbpedia.org/ontology/place>",2.0024,2.4646
"<http://dbpedia.org/property/weight>",2.2821,9.00715015321757
"<http://dbpedia.org/property/runtime>",1.0793779580797835,6.596694214876033
"<http://dbpedia.org/property/number>",2.075,3.0431
"<http://dbpedia.org/property/teams>",1.0798,2.3919
"<http://dbpedia.org/property/style>",1.2262,6.884894172223833
"<http://dbpedia.org/property/managerclubs>",3.6261833294851074,1.8634314190792596
"<http://dbpedia.org/property/nearestCity>",1.0584988962472406,1.3959243085880642
"<http://dbpedia.org/property/manageryears>",4.188743994509266,67.81111111111112
"<http://dbpedia.org/ontology/deathCause>",1.043277553375649,6.696296296296296
"<http://dbpedia.org/property/motto>",1.1489660710700662,1.102060466011939
"<http://dbpedia.org/property/coordinatesRegion>",1.0,161.83234323432345
"<http://dbpedia.org/ontology/mayor>",1.002125398512221,1.674955595026643
"<http://dbpedia.org/ontology/numberOfStudents>",1.0708,5.1191348334205475
"<http://dbpedia.org/ontology/notableIdea>",2.3010752688172045,1.1282952548330405
"<http://dbpedia.org/ontology/college>",1.1808,5.766554903604359
"<http://dbpedia.org/property/matches>",1.5433,56.146926536731634
"<http://dbpedia.org/property/areaTotalKm>",1.0,1.1544973544973545
"<http://dbpedia.org/property/alias>",1.3614712089237262,1.0196432603296455
"<http://dbpedia.org/property/coordDisplay>",1.0008,2125.222222222222
"<http://dbpedia.org/property/cinematography>",1.1074,2.8829
"<http://dbpedia.org/property/deathCause>",1.0069245463228271,2.5312124849939974
"<http://dbpedia.org/ontology/populationMetro>",1.007235142118863,1.2166042446941323
"<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>",0.0,0.0
"<http://dbpedia.org/property/address>",11.6515,1.9996
"<http://dbpedia.org/property/debutyear>",1.0142,71.82592592592593
"<http://dbpedia.org/ontology/nearestCity>",1.2953,1.6192
"<http://dbpedia.org/property/allegiance>",1.0950226244343892,3.7714285714285714
"<http://dbpedia.org/ontology/musicalArtist>",1.1005,5.2107
"<http://dbpedia.org/ontology/isbn>",1.0163,1.0045
"<http://dbpedia.org/property/direction>",1.0432251805540584,59.374233128834355
"<http://dbpedia.org/property/heightFt>",1.0025,131.45882352941177
"<http://dbpedia.org/ontology/predecessor>",1.4853,1.2003
"<http://dbpedia.org/property/music>",2.7341,1.8619
"<http://dbpedia.org/property/restingPlace>",1.2657218777679362,1.4416141235813367
"<http://dbpedia.org/property/college>",2.1353,10.286369320550229
"<http://dbpedia.org/property/note>",4.7967,1.5074
"<http://dbpedia.org/ontology/coach>",1.071,3.096932199020366
"<http://dbpedia.org/ontology/memberOfParliament>",0.0,0.0
"<http://www.w3.org/1999/02/22-rdf-syntax-ns#birthPlace>",0.0,0.0
"<http://www.w3.org/1999/02/22-rdf-syntax-ns#campus>",0.0,0.0
"<http://dbpedia.org/ontology/album>",1.0637,2.1688
"<http://www.w3.org/1999/02/22-rdf-syntax-ns#deathPlace>",0.0,0.0
"<http://www.w3.org/1999/02/22-rdf-syntax-ns#hometown>",0.0,0.0
"<http://dbpedia.org/property/rows>",1.555,443.02222222222224
"<http://dbpedia.org/property/imageName>",1.0048,1.1012
"<http://dbpedia.org/property/heightIn>",1.0125,325.09558823529414
"<http://dbpedia.org/property/last>",3.8829,3.3142
"<http://dbpedia.org/property/totalgoals>",1.0,39.049586776859506
